posts,label
 Umm... he has a bigga heart than you will EVER have so before you start to hate on a 16yr old that you obviously are addicted to  get your facts straight kay?,0
 Umm.. u kno wht WTF ever! STOP HATIN!,0
 - Marryyyyy!!!!??/ LOL! itss yuhh boo!!! Hahaha Noo durr suckkaaa!!! Nahhh i loveee yuhhhh mooOee!!!,0
 Hahaha i think i would! I always do thee same shizz all thee tyme so yes i would hbu ?! ;D,0
 Not a guy! haha maybe a cheerleader haha jkjk!,0
 Werewolf -AkA-  Jacob's Pride lol! His good part! lol,0
 Zombie 4sho!,0
 Famous(: Bhut im ME 4 rite now!,0
 Both? LOL! jk,0
 SLEEP LATE!!Duh!,0
 JET!!(: Hate boats! Worst experience ever was on a boat! Never again!,0
 Pool,0
 None! haha,0
 Ohh man i bet its tha shit!! Ohhkayy!(: be safe have fun!! <33,0
 Yehh hahaha...idk.its weird..Boys r Boys So Im Me!!!alone hahah,0
 Hahaha(: ight,0
 Umm...im truly sorry! bhut i didnt mean it in ANYWAY like u obviously got offended by!and i said it wasnt funny! So before you get all angry nd shit ill delete that tweet! Kthanks btw RIP ur daddy and brother,0
 Thank yuh soo muchh!!!;D Im likin yurs 2 Mwah!,0
 ummm... what? u didnt know jose was my first kiss?,0
 no freaking way what???,0
 Exactly!!!!!(:,0
 Ahh.. Probably Cookies! D:,0
 haha im not a liar(:,0
 Cereal!,0
 Ewwiee! Nothing haha(:,0
 Hahaha of c,0
 Ummm probably playing softball for 10 years(:,0
 a neckalce given to me by my love(: <3333,0
 Starbuckks!!!!(:,0
 hmmmm. think the part where te guy at support sings tht part makes me tear up=/ La ve boheme is a good one two,0
 Umm Bunch of people just joined  and i got bored  so i wanted too!,0
 umm.. haha i dont know why you want to kn,0
 hahaha!!! im the farthest from,0
 I'm not wearing,0
 yess (:,0
 who iss thiiis ???,0
 ahaha thankss kidd ndd yeah i knoo reallyy huh...theeree soo stupidd there to scaredd to sayy anythingg too myy face,0
 ahahah ii loveeee yuuuu moreee(:,0
 ii lovee yuuu moree:P,0
 (: ahaha hii ceara..,0
 noo itss nottt,0
 aww thankss yuu aree to,0
 ahaha,0
 pirateesss .,0
 watt yuu meann...?,0
 ahahah ndd ii lovee mee alott off myy lil floricell(: <33,0
 uhmmm ?,0
 lemenadeee(:,0
 ummm.....ahhh hottt seniorrr(:,0
 welll forr righhtt noww no onee iss_):,0
 uhm (:,0
 ahahah funny,0
 Ahaha thanks,0
 umm okkkayy thankss_(:,0
 sure you do liar,0
 : ),0
 haha no,0
 D:,0
 okay.,0
are you famous or something? i haven't heard of you.. [x,0
 nope,0
 no,0
 yea >_<,0
 yea,0
 okay?,0
 duh of course cyrus isn't my real last name it's my fake last name.,0
 NO NO!!!!!!!!!!!,0
 who are u?,0
 ashlee 13 florida 7th,0
 umm idk,0
 nothing really,0
 pepe?,0
 OK,0
 No are you,0
 chicken <3333,0
 me?,0
 stalker?,0
 Do I know you?,0
 no,0
 yea,0
 yea all the time,0
 yea my sister,0
 yea,0
 yea :),0
 kinda,0
 yea i don't like it when it's dirty,0
 yea :),0
 ew i hate twilight,0
 lol no,0
 hell no,0
 yea -__-,0
 no,0
 yea that is sooo annoying,0
 i hate that so much,0
dude  go home roger,0
 No im not,0
 no,0
 never,0
 okay i know im ew,0
 volleyball,0
 hm i don't have one,0
 purple : ),0
 hmm probably Alejandro by lady gaga,0
 I already answered that,0
 alejandro by lady gaga,0
 Ew no,0
 nope,0
 nooo,0
 they can be annoying,0
 no but i wanna go their,0
 not really,0
Have you ever went to someones page ; seen them asking theirselves questions  But when you ask them about it  they deny it? I've seen it -_-,0
 hey?,0
 Yay nom nom,0
 idk,0
Hey im ashlee im tired of everyone commenting on my damn formspring talking shit,0
Hey im ashlee im tired of everyone commenting on my damn formspring talking shit,0
 if i were you i wouldn't be talking beth (:,0
 Hey,0
 hey (;,0
 sure,0
 Great you?,0
 great  yours?,0
 1,0
 none,0
 what type of question is that sicko,0
 like twice a month,0
 does it matter,0
 stalkerrrr,0
 learn how to spell (:,0
 on what? thanks (:,0
 sometimes,0
 i dislike that,0
 dude like i said your so lucky! no,0
 thanks,0
 serious? they are a good band :D,0
 lmfao i thought something else,0
 idk........,0
 same here :,0
 no,0
 they are stupid,0
 i know,0
 lololol,0
 So I say goodbye to a town that has ears and eyes I can hear you whispering as I walk by Familiar faces smiling back at me and I knew This would make them change  The only thing that's going to bother me Is that you'll all call yourselves my friends  Why can't you look me in the eyes one last time? (You should have killed me when you had the chance) You should have killed me when you had the chance You should have killed me when you had the chance,0
 so?,0
 yum yum,0
 lucky pringle pop,0
 :p,0
 haha thanks (:,0
 what,0
 df no,0
 sure will,0
 thanks : ),0
 crude?,0
 going to my grandma's,0
 brown,0
 a peanut butter and jelly sandwhich,0
 about sheep,0
 when people ask you questions,0
 laugh out loud,0
 back to you,0
 Myspace,0
 they made me shit ;0,0
 like 3 months,0
 don't have one,0
 brush my teeth,0
 i have never dyed my hair,0
 I don't have one anymore i deleted it,0
 a dino,0
 september 7th,0
 yea,0
 florida and yea,0
who are you?,0
 my mum,0
 lmfao,0
 I am Ashlee duh,0
 i don't fake myself,0
 those are fakes,0
 mcdonald's,0
 No,0
 ew no,0
 parents xD,0
 woah,0
 dsfdsfdsgfdfgsd,0
 serious? your so lucky,0
 okay :o,0
 I'm not fake : ),0
 nah,0
 yea,0
 yea lol all the time,0
 my bad,0
 k,0
 :o,0
 okay,0
 Yess it was pretty cute ;),0
 :)),0
 Goooooood  cause I want you too ;))) <3,0
 Awww maybe you should tell me who you are so we can get to know each other  KID ;) <3,0
 ooo i guess you're too quick for me ;),0
 I knowwww :),0
 What's cute?,0
 :))),0
 I forgot what we were talking about :p I love you twinsie<3,0
 Because she is an amazing person  and I hope that she would agree with me when i say we're close friends...,0
 Kinda...but idk if she's still feelin it...,0
 Yes  we are.,0
 As friends...but nothing more than that  she doesn't like me like that,0
 nah bro  not yet...hopefully soon though :),0
 I'm not trying to be the challenge. Ithought you were  but seeing as you're not then there's no point in arguing. And yes  i would fight for Lindsey anytime  anywhere.,0
 nah buddy...so who are you?,0
 Who do you think it is?,0
 I swear! I could never lie to my fiancee! ;),0
 That's sarcasm...its why i put a winky face ;),0
 Thanksss :) who is this? :D,0
 Maybe...why?,0
 Idk...i personally think makeup is unnecessary because it merely hides natural beauty,0
 Yeah  I wanna be with someone...,0
 Yess :),0
does it look like i give a flying fuck? ;],0
 im sure she can,0
 ahaha shut upp,0
 No  Frances Laura Senecal is gorgeous. She's absolutely one of the most beautiful girls i've ever seen.,0
 Well i thought that you were at first but I've realized that you're intentions are good and i wanna get your number ;))),0
 hehe :},0
 Kinda...,0
 Haha yepp,0
 I appreciate the help ;))),0
 Im not a loserrr xD and damn people are nasty  they should learn how to speak properly to a beautiful young lady such as yourself <3,0
 IloveyoumoreBABYGIRL<3 (;,0
 Give me a hint :),0
 why do i cause so much drama? :(,0
 If you don't mind me asking  how would you kill me?,0
 haha yeeee im awesome(:,0
 no problem,0
 Dude it's so hilarious I cant stop laughing!!!!,0
 Aha love you too<3,0
 thanksssssss :),0
 hehehe about the bra thing?,0
 Sounds like a challenge. How bout you fight me?,0
 I think i had it under control Love(;,0
 That's good for you  you can stop talking to me.,0
 No...,0
 You definitely have a chance baby  and I'm really into you too :))) hopefully when i see you there will be some kissing going on<3 and I'm not perfect  YOU are<33,0
 Why thank you<3 I'd like to be your stud ;D,0
 haha read my previous message :),0
 They've been good :),0
 Do you play any sports?,0
 well then why did you bring it up?,0
 hahaha dude you're a badass,0
 It's totally fine  don't worry about it :)),0
 :?,0
 Hahaha ohhhhh  hi :)),0
 Oh wow! How do i know you? :),0
 Shira? :),0
 Ummm she's really not...get your shit straight before you start frontin'.,0
 Do you go to Poly?,0
 Possibly,0
 I dont want people to harass you though :(,0
 Alrightt,0
 aha sorry im not talking to sabreena  we're just good friends  dumbass.,0
 You silly girl :D,0
 bahaha idk :) whats goin on?,0
 Well i do now :p,0
 haha,0
 ...no.,0
 Haha Im not sure  its just natural ;),0
 Hahaha what? :)),0
 How am i a player at all? Maybe if you knew me then you would know that im the one who gets played..,0
 Ohhhhh I get it now.,0
No. Im not. But thanks for throwing that out there ;),0
 Ahh,0
 Wow you really are persistent,0
 not good  i don't like being teased ;),0
 Sikeeeee! that nigga's a lil headbanger :),0
 I knowwwww foolllll  they're jealous cause i pull bitches and no one wants their tiny dicks xD bahahaha,0
 Yeah. why?,0
 Tell me about yourself :),0
 give me your number<3 ;),0
 No.,0
 Frances :),0
 nm...just chillin,0
 nothin much:),0
 Uh I'm not totally sure right now  I'm sort of torn between two people.,0
 its more like 5 mins :) and i was delayed by a train ;),0
 I know but i knew you would'nt be able to resist the urge to finish it :)),0
 yeah :),0
 i know  right? ;)),0
 :),0
 haha well you are the only ninja i know ;),0
 no.,0
 What?,0
 haha ok it'll be our secret,0
 Frances don't be so angry  this person is obviously jealous of you in some way and they talk shit on you cause they think you'll stoop to their level so they can be even with  you....don't worry about them  just ignore it<3,0
 haha weed is a drug dumbfuck...and you must be jealous of my life since you know so much about it,0
 I've actually anticipated that  and I'm already aware that a lot of people hate me...,0
 I gotcha :D,0
 Thank you :),0
 yess its very unfortunate :),0
 maybe you should text me NOW!!!! :),0
 People keep talking about me on your page :/,0
 Then do it(;,0
 What? Who is this?,0
 What do you mean?,0
 Umm its not really your business  maybe if i knew who you were i could tell you...,0
 You are :),0
 I don't know.,0
 Oh thats bad news :/ and nice gay typing dude,0
 You're most certainly welcome :) would it be alright if i were to send you a text message? ;D,0
 What happened?,0
 Hi my name is Nico. Its a pleasure to meet you :),0
 Dude thank you sooo much  that's what I've always wanted!!! Haha,0
 Who are you? :-),0
 And why are you trying to give me advice.?,0
 I would if i could  but i cant :(,0
 Hahaha well then i can't fight you canI? and if you don't mind me asking  why do you dislike her?,0
 Aww thanks <3 I wonder who this could be? ;))),0
 did we have any classes together this year?,0
 Thanks for the memo  if you would reveal your identity we could continue this conversation in depth :),0
 Hello to you to :),0
 kkkkk i think ive got this message like 18 times already haha,0
 bien. which is good in spanish. hahaha musta?,0
 Thanks. It was in Panama with 7 other chicks. Funn times.,0
 Ohhh uhhh?? No to be honest.,0
 yup probably,0
 .,0
 Im a very happy person but I could definantly be happier with some different aspects i my life.,0
 Smile. Ethnicity. Eyes. in that order the most. and my least favorite feature would be my height  but only because forever I wanted to be a model and in America you have to be likeee 7' anorexic giraffe. hahhaa,0
 smile. eyes. complection,0
 hmmm..she knows a lot. she doesnt know....uhhh that ive smoked pot before. that i want to change the world more than what i just say out loud. how much i hate money.,0
 Anything thai and spicy.r mexican.r Veggies :]r Grapes  strawberries  Fruit. har And Rice. r I love food btw.,0
 yes. i have before :) i gave a dude a jump on my way to school hahaha,0
 BAD! the world without bees would mean we would die out in about 5 yrs..thats really bad! :(r SAVE THE BEES!,0
 fly most definantly.,0
 Like 6 or so but I like a couple enough to wear all the time. ;],0
 hahaha,0
 i guess the other people in it?,0
 remembering. but i have some crazzyyy dreams haha,0
 Theodore. He always gets yelled at :),0
 yepp,0
 What was the question?,0
 ehh idk?,0
 random yes. lol,0
 not grandparents..,0
 i need a job hahaha,0
 Nope. I don't want to be a doctor. Only a nurse. traveling nurse actually :],0
 show your face,0
 idk but thats a good question. i always wonder the same thing. and why the parents allow them to be in it in the first place?,0
 yes they are.,0
 not legally.,0
 buncha dream questions...hahaha r r its a mix of both real and nonrealistic..mostly weird once again.,0
 not really. im just trying to get through them,0
 yes :),0
 Not currently,0
 Nahh,0
 Are you anonymous?,0
 dog definantly,0
 nope. half korean,0
 yes sure am :),0
 very generous.,0
 I believe so :),0
 most of the time,0
 LEADER <3,0
 Not in a hey lets get drunk and puke our guts out  not remember anything tomorrow and have a headache kind of girl. r Just a laugh at everything for no reason  do the random robot in public  social in every aspect kind of party girl :],0
 PRIVATE.,0
 Of course. We the people are the government :]r all people should vote.,0
 yes more than no. and because i roll with the punches. but like to think ahead at the same time haha,0
 Not at all,0
 yes again,0
 Not at all. I like my space  that's for sure. And I hate clingy touchy blahhh ha,0
 no lol i dont really get any,0
 Definantly not. Im a thrill seeker.,0
 Nahhhh they're kinda neat to watch.,0
 yes.,0
 Not currently.,0
 Yes :),0
 No worse. I woke up with a stuffy nose :[,0
 not at the time,0
 Shore am :] Timothy Carson.,0
 Nahh,0
 nopee,0
 yes actually. my yearly female doc's visit. this tuesday.. haha,0
 nahh,0
 Not at all,0
 Nope. drinkin water.,0
 not too much. used to be when i was little,0
 You know it :],0
 Yes i think so ;),0
 not currently,0
 Happiness is too complicated to say yes or no. I like to think so.,0
 Not currently. And im in nursing school. on a waiting list to be exact :0,0
 yes,0
 Yes. Paramore :],0
 I can be both at times. I usually talk to no end. But theres always a time and a place to be social or to jjust be quite.,0
 Proton definantly. Positive polly yes i am :],0
 Yes. Karma :],0
 I like them. How'd you know?,0
 Yes as a matter of fact. why does that make me a one of those people??,0
 Y E S,0
 when it matters,0
 Yes. When its nescessary,0
 more likely to wait it out.,0
 random. because live would be boring if i weren't :) and no i wouldnt because i like how i am . every part of me :),0
 Yes. im with them now,0
Are you shy around the opposite sex?,0
 Haha I don't really hear much about him anymore. But I respect him as an artist. A person  he may have been a little off his rocker but as an artist. Mass respect :],0
 silly usually. not serious but lately i have been,0
 nahhh not really,0
 Yes. I like to think so.,0
 Nope. What'd ya mean Still shy?,0
 very much so when it comes to things i believe in or think i should stand up for..,0
 Studying to be a nurse. Working to save the world with kindness <3,0
 your good. haha,0
 Yes I believe so. I try to be kind to everyone and make the world a little bit better somehow :],0
 Definantly. I just haven't found anyone like me.,0
 Most of the time :],0
 Most of the time. Sometimes I wish I could be more for others but At the time  My hands are tied with money and trying to get ahead.,0
 No. I tend to feel a self-importance but it's certianly not fake. I don't believe so :],0
 Nope. I don't eat much meat actually but I don't think I need to label myself to eat what I want when I want it. lol. I lovee me some veggies <3,0
 yes.,0
 Not currently. :/,0
 they used to be and i like them to be that way but any more with timothy in my life they arent,0
 weird. not sweet but not really bad. just weird...like putting potatoes in the refriderator or thinkin the world is ending and im dancing in weird clothes or jumping around yelling in public. hahaha so weird. i know.,0
 Nope.,0
 folded,0
 FOldeD.,0
 It really depends on my mood and the type of people im around. Im very good at starting conversations but if Im around someone else thats doing a lot of talking  I may just be a bit backwards cause I don't like to steal the light :),0
 I collected beanie babies when i was younger :) loved them had cases for them and everything!!,0
 well today it was formspring but usually facebook,0
 Thnks :],0
 Nope.,0
 Haha thanks lady. r Worst habit: giving everyone the benefit of the doubt.,0
 Lovee them! I wanna taste a beetle then.,0
 No. Being Atheist is someone who denies the existence of God. Period. And you asked my opinion so please don't argue my opinion about something I don't personally care about anyways. If you want to be athiest  then be it. If you don't  then don't. I don't care. r Its your life.,0
 spanish,0
 america is where i want to spend the rest of my life. but i wouldnt mind living in the phillipines for a while  backpack in the european countries for a year or so and then travel around to the southern america countries like peru and aruba to see mayan ruins and jungleness :D I have plenty of place i want to see. Egypt. Bangkok. Paris.,0
 Idk I think it swings both ways pretty strongly. The human race is never satisfied and I believe that both sexes have the tendencey to cheat. At all ages and for all reasons.,0
 I wear undies dude. hahaha,0
 Dark. I am a vampire. I am a vampire.,0
 Whats up doc?,0
 Camping!! :],0
 nope,0
