,q_a,label
115, I Love Justin Bieber! He's a 1000000000+ on a 1-10 scale HA!,0
116, Shut up your prettier! <33,0
117, Sandals 4suree ;D i wear them in thee winter 2! No lie! haha,0
118, Hhahahahaah ohh noo problem mamas! ahah me2 im soo exhaustedd *yawn* *ywan* LMAO!,0
119, :) Aww!! Yeahh she is my best friend * raphaela * Haha. She is german so i guess thts why! lmao <3,0
120, Ikrr that wud be awesome!!! I wish ;D,0
121, Texas!!;Yuh hun?! xox,0
122, Ohhkayy! First offf i was playin  i mean he is a really nice person dnt kno him like all that! Bhut u should ask him!,0
123, Huh!? That doesnt make sense  Guns something! lmao Come again!? lol,0
124, Ummm SUMMER bein almost here! Who isnt? haha,0
125, Shh....Dnt tell any1 k? haha! NOTHING! MWAH!,0
126, Ahhh! I love em both but I would go for Justin Bieber!!! Well because i'm older. But I perfer them BOTH!,0
127, Its da shit! Fun stuff,0
128, My eyes! They are light brown and beautidul in the sun!(; Thanks God! oh and my hands! and ass lol jkjK!,0
129, Thee comp? or cellfonne! hehe,0
130, Guess! haha no its the brand name.,0
131, I cannot listen to that Heavy metal! I like me some rock(oldies) bhut not that scary shit ;D,0
132, Everything really! AHhaha Lovin my HipHop atm! Ester Dean is thee shyyttt!,0
133, Urgh . . this is difficult to answer haha! Umm prob. fixing computers! ha yes i said it im like a WIZ at fixin comps that MYSELF and MOM destroy! AHAHA!,0
134, The Hills! Chuz Lauren was thee whole point it was clld thee Hills and there is 2much drama! Bhut I still wtch it chuz i love 2 laugh at thee dumb shit! Spencer is a prick btw!;0,0
135, Jonas Brothers Concert 8/13/09 ;D I still love em bhut Justin bieber is thee shit!,0
136, I have many! 2many actually bhut i guess when i found my lifetime friends ;D,0
137, The Miracle Worker,0
138, This person actually told me this fried i had was not a true friend and she wants me 2 still be this person's friend! Thats a NONO!,0
139, Never been 2 1 tht was bad.,0
140, I can't complain chuz i dnt have or had one! hahaha soon though! real soon! ;,0
141, Life(: haha!! umm idk thats hard!,0
142, 1995 haha when i was bornwas my year! Doh!I didnt have 2 do ANYTHING on my own haha,0
143, HA! goin to georgia just to see my dad's mother! Ugh i cnt stand her bhut God bless her soul! LONG LIFE STORY! haha,0
144, Oh good 1  Twitter (ofcousre) i love me some twitter peeps! They tha shit lol,0
145, Idk.. wait WHaaaa? lol,0
146, Me;God eatin Chicken wings on His throne <3 ahaha,0
147, Brussel srouts! YuCkIE! bhut i love cabbage and they're mini cabbages! LMAO!,0
148, My old school shit   i wud SOOO throw it away bhut my mom! Urgh,0
149, The important 1 is Love  bhut ive given people themselves! Like i let my friends have themselves instead of me! It helps to see who they are as a person! Very important! Viseversa.,0
150, Hahaha! Wait wht kind of drink! LOL well JackInTheBox is like not evn a mile away frmh my house! So there! i guess thts wht ur askin lmao! XP,0
151, Hmmm....U makin me hungry first of all! ;; Dairy Queen! YUMM!!,0
152, Umm...Diary Queen? or JackINTHEBOX! 4 my smoothies of course not ice cream! Mwah,0
153, Virginia,0
154, Haha! Maybe 2days? lol idk,0
155, Wow. this is a hard 1 i dnt think ive had 1 or i have many! I love my smoothies tho! YUMMIE!,0
156, Idk... its a month that 4 sure lol,0
157, A piece of grass?,0
158, I Havent Gotten 2 that part!! haha,0
159, Wow awesome question....I think my best achievement would be Finding who i am thats thee most important!!<33,0
160, ummmm...messy rooms;,0
161, Something cute and ME!! haha you kno? well a beamer is my dream car basically! or a porshe!,0
162, Haha! Staring at my doctor thru sunglasses while he was in my mouth! HAHAHA!!!,0
163, My fav song girly!!! is umm.. Up ; Running by @jessicajarrell atm! But i have lots :) hbu!?,0
164, Mmm... ROOT BEER! haha my fav drink eva! POW,0
165, Actually its cabbage!;D,0
166, POP!,0
167, Crap this is hard  haha umm People Need Inspiration- The Last Song <33,0
168, Pink Roses!(:,0
169, Pink ; Neon green(:,0
170, ;) Umm.. A walk to remember! or The Last song! Ugh theirs ALOT! haha hbu!,0
171, PINK;NEON GREEN!Yeahh buddie,0
172, Umm. . . good question i have many bhut i guess 16 and pregnant would be 1 of my fav ones atm. ;D,0
173, Hahaha wht are u tlkn bout girl!,0
174, Never;;,0
175, Actually i was that kid who wanted to be by herself so i guess when i grow up im going to be ME lol! Hard question 2 answer.,0
176, U.S.A!!!;] Known as Mars!!<3,0
177, Haha...when i turn 60 ish ask me this! lol,0
178, Los Angeles! <33,0
179, Umm... Dallas Texas! haha Idk im so plain so idk! Mwhaha,0
180, Umm.. Long time ago bhut i was like 5 or 6 haha Cory!,0
181, Yumm... Justin Bieber P-diddys son JDoir YUMMM....haha not really a celeb bhut yeah! ;; Channing Fckn TATUM!!haha Oh damn!!,0
182, Ohh mann this is a GREAT ? Chrissy Michelle Savannah AJ Bianca and lotss more + you!<33,0
183, Umm... Barack Obama 4 another 4 years! iLovehim!,0
184, Mmmh... My second grade teach Mrs. Caldwell <3,0
185, Prob. me or my seester (robbie) hahaha makes me wanna shit myself EVERYTIME she speaks lol,0
186, Urgh no1 yet! Keep hopin though!,0
187, Michael Jackson! haha wait wrong one  Michael Jordon i meant ahah,0
188, idkk... mwauuuhhh!(:,0
189, I do not judge gyrls im not bi or a lezzboo!! K thanks',0
190, @JustinBSource 4 sure LMAO!,0
191, Umm... he has a bigga heart than you will EVER have so before you start to hate on a 16yr old that you obviously are addicted to  get your facts straight kay?,0
192, Umm.. u kno wht WTF ever! STOP HATIN!,0
193, - Marryyyyy!!!!??/ LOL! itss yuhh boo!!! Hahaha Noo durr suckkaaa!!! Nahhh i loveee yuhhhh mooOee!!!,0
194, Hahaha i think i would! I always do thee same shizz all thee tyme so yes i would hbu ?! ;D,0
195, Not a guy! haha maybe a cheerleader haha jkjk!,0
196, Werewolf -AkA-  Jacob's Pride lol! His good part! lol,0
197, Zombie 4sho!,0
198, Famous(: Bhut im ME 4 rite now!,0
199, Both? LOL! jk,0
200, SLEEP LATE!!Duh!,0
201, JET!!(: Hate boats! Worst experience ever was on a boat! Never again!,0
202, Pool,0
203, None! haha,0
204, Ohh man i bet its tha shit!! Ohhkayy!(: be safe have fun!! <33,0
205, Yehh hahaha...idk.its weird..Boys r Boys So Im Me!!!alone hahah,0
206, Hahaha(: ight,0
207, Umm...im truly sorry! bhut i didnt mean it in ANYWAY like u obviously got offended by!and i said it wasnt funny! So before you get all angry nd shit ill delete that tweet! Kthanks btw RIP ur daddy and brother,0
208, Thank yuh soo muchh!!!;D Im likin yurs 2 Mwah!,0
209, ummm... what? u didnt know jose was my first kiss?,0
210, no freaking way what???,0
211, Exactly!!!!!(:,0
212, Ahh.. Probably Cookies! D:,0
213, haha im not a liar(:,0
214, Cereal!,0
215, Ewwiee! Nothing haha(:,0
216, Hahaha of c,0
217, Ummm probably playing softball for 10 years(:,0
218, a neckalce given to me by my love(: <3333,0
219, Starbuckks!!!!(:,0
220, hmmmm. think the part where te guy at support sings tht part makes me tear up=/ La ve boheme is a good one two,0
221, Umm Bunch of people just joined  and i got bored  so i wanted too!,0
222, umm.. haha i dont know why you want to kn,0
223, hahaha!!! im the farthest from,0
224, I'm not wearing,0
225, yess (:,0
226, who iss thiiis ???,0
227, ahaha thankss kidd ndd yeah i knoo reallyy huh...theeree soo stupidd there to scaredd to sayy anythingg too myy face,0
228, ahahah ii loveeee yuuuu moreee(:,0
229, ii lovee yuuu moree:P,0
230, (: ahaha hii ceara..,0
231, noo itss nottt,0
232, aww thankss yuu aree to,0
233, ahaha,0
234, pirateesss .,0
235, watt yuu meann...?,0
236, ahahah ndd ii lovee mee alott off myy lil floricell(: <33,0
237, uhmmm ?,0
238, lemenadeee(:,0
239, ummm.....ahhh hottt seniorrr(:,0
240, welll forr righhtt noww no onee iss_):,0
241, uhm (:,0
242, ahahah funny,0
243, Ahaha thanks,0
244, umm okkkayy thankss_(:,0
245, sure you do liar,0
246, : ),0
247, haha no,0
248, D:,0
249, okay.,0
250,are you famous or something? i haven't heard of you.. [x,0
251, nope,0
252, no,0
253, yea >_<,0
254, yea,0
255, okay?,0
256, duh of course cyrus isn't my real last name it's my fake last name.,0
257, NO NO!!!!!!!!!!!,0
258, who are u?,0
259, ashlee 13 florida 7th,0
260, umm idk,0
261, nothing really,0
262, pepe?,0
263, OK,0
264, No are you,0
265, chicken <3333,0
266, me?,0
267, stalker?,0
268, Do I know you?,0
269, no,0
270, yea,0
271, yea all the time,0
272, yea my sister,0
273, yea,0
274, yea :),0
275, kinda,0
276, yea i don't like it when it's dirty,0
277, yea :),0
278, ew i hate twilight,0
279, lol no,0
280, hell no,0
281, yea -__-,0
282, no,0
283, yea that is sooo annoying,0
284, i hate that so much,0
285,dude  go home roger,0
286, No im not,0
287, no,0
288, never,0
289, okay i know im ew,0
290, volleyball,0
291, hm i don't have one,0
292, purple : ),0
293, hmm probably Alejandro by lady gaga,0
294, I already answered that,0
295, alejandro by lady gaga,0
296, Ew no,0
297, nope,0
298, nooo,0
299, they can be annoying,0
300, no but i wanna go their,0
301, not really,0
302,Have you ever went to someones page ; seen them asking theirselves questions  But when you ask them about it  they deny it? I've seen it -_-,0
303, hey?,0
304, Yay nom nom,0
305, idk,0
306,Hey im ashlee im tired of everyone commenting on my damn formspring talking shit,0
307,Hey im ashlee im tired of everyone commenting on my damn formspring talking shit,0
308, if i were you i wouldn't be talking beth (:,0
309, Hey,0
310, hey (;,0
311, sure,0
312, Great you?,0
313, great  yours?,0
314, 1,0
315, none,0
316, what type of question is that sicko,0
317, like twice a month,0
318, does it matter,0
319, stalkerrrr,0
320, learn how to spell (:,0
321, on what? thanks (:,0
322, sometimes,0
323, i dislike that,0
324, dude like i said your so lucky! no,0
325, thanks,0
326, serious? they are a good band :D,0
327, lmfao i thought something else,0
328, idk........,0
329, same here :,0
330, no,0
331, they are stupid,0
332, i know,0
333, lololol,0
334, So I say goodbye to a town that has ears and eyes I can hear you whispering as I walk by Familiar faces smiling back at me and I knew This would make them change  The only thing that's going to bother me Is that you'll all call yourselves my friends  Why can't you look me in the eyes one last time? (You should have killed me when you had the chance) You should have killed me when you had the chance You should have killed me when you had the chance,0
335, so?,0
336, yum yum,0
337, lucky pringle pop,0
338, :p,0
339, haha thanks (:,0
340, what,0
341, df no,0
342, sure will,0
343, thanks : ),0
344, crude?,0
345, going to my grandma's,0
346, brown,0
347, a peanut butter and jelly sandwhich,0
348, about sheep,0
349, when people ask you questions,0
350, laugh out loud,0
351, back to you,0
352, Myspace,0
353, they made me shit ;0,0
354, like 3 months,0
355, don't have one,0
356, brush my teeth,0
357, i have never dyed my hair,0
358, I don't have one anymore i deleted it,0
359, a dino,0
360, september 7th,0
361, yea,0
362, florida and yea,0
363,who are you?,0
364, my mum,0
365, lmfao,0
366, I am Ashlee duh,0
367, i don't fake myself,0
368, those are fakes,0
369, mcdonald's,0
370, No,0
371, ew no,0
372, parents xD,0
373, woah,0
374, dsfdsfdsgfdfgsd,0
375, serious? your so lucky,0
376, okay :o,0
377, I'm not fake : ),0
378, nah,0
379, yea,0
380, yea lol all the time,0
381, my bad,0
382, k,0
383, :o,0
384, okay,0
385, Yess it was pretty cute ;),0
386, :)),0
387, Goooooood  cause I want you too ;))) <3,0
388, Awww maybe you should tell me who you are so we can get to know each other  KID ;) <3,0
389, ooo i guess you're too quick for me ;),0
390, I knowwww :),0
391, What's cute?,0
392, :))),0
393, I forgot what we were talking about :p I love you twinsie<3,0
394, Because she is an amazing person  and I hope that she would agree with me when i say we're close friends...,0
395, Kinda...but idk if she's still feelin it...,0
396, Yes  we are.,0
397, As friends...but nothing more than that  she doesn't like me like that,0
398, nah bro  not yet...hopefully soon though :),0
399, I'm not trying to be the challenge. Ithought you were  but seeing as you're not then there's no point in arguing. And yes  i would fight for Lindsey anytime  anywhere.,0
400, nah buddy...so who are you?,0
401, Who do you think it is?,0
402, I swear! I could never lie to my fiancee! ;),0
403, That's sarcasm...its why i put a winky face ;),0
404, Thanksss :) who is this? :D,0
405, Maybe...why?,0
406, Idk...i personally think makeup is unnecessary because it merely hides natural beauty,0
407, Yeah  I wanna be with someone...,0
408, Yess :),0
409,does it look like i give a flying fuck? ;],0
410, im sure she can,0
411, ahaha shut upp,0
412, No  Frances Laura Senecal is gorgeous. She's absolutely one of the most beautiful girls i've ever seen.,0
413, Well i thought that you were at first but I've realized that you're intentions are good and i wanna get your number ;))),0
414, hehe :},0
415, Kinda...,0
416, Haha yepp,0
417, I appreciate the help ;))),0
418, Im not a loserrr xD and damn people are nasty  they should learn how to speak properly to a beautiful young lady such as yourself <3,0
419, IloveyoumoreBABYGIRL<3 (;,0
420, Give me a hint :),0
421, why do i cause so much drama? :(,0
422, If you don't mind me asking  how would you kill me?,0
423, haha yeeee im awesome(:,0
424, no problem,0
425, Dude it's so hilarious I cant stop laughing!!!!,0
426, Aha love you too<3,0
427, thanksssssss :),0
428, hehehe about the bra thing?,0
429, Sounds like a challenge. How bout you fight me?,0
430, I think i had it under control Love(;,0
431, That's good for you  you can stop talking to me.,0
432, No...,0
433, You definitely have a chance baby  and I'm really into you too :))) hopefully when i see you there will be some kissing going on<3 and I'm not perfect  YOU are<33,0
434, Why thank you<3 I'd like to be your stud ;D,0
435, haha read my previous message :),0
436, They've been good :),0
437, Do you play any sports?,0
438, well then why did you bring it up?,0
439, hahaha dude you're a badass,0
440, It's totally fine  don't worry about it :)),0
441, :?,0
442, Hahaha ohhhhh  hi :)),0
443, Oh wow! How do i know you? :),0
444, Shira? :),0
445, Ummm she's really not...get your shit straight before you start frontin'.,0
446, Do you go to Poly?,0
447, Possibly,0
448, I dont want people to harass you though :(,0
449, Alrightt,0
450, aha sorry im not talking to sabreena  we're just good friends  dumbass.,0
451, You silly girl :D,0
452, bahaha idk :) whats goin on?,0
453, Well i do now :p,0
454, haha,0
455, ...no.,0
456, Haha Im not sure  its just natural ;),0
457, Hahaha what? :)),0
458, How am i a player at all? Maybe if you knew me then you would know that im the one who gets played..,0
459, Ohhhhh I get it now.,0
460,No. Im not. But thanks for throwing that out there ;),0
461, Ahh,0
462, Wow you really are persistent,0
463, not good  i don't like being teased ;),0
464, Sikeeeee! that nigga's a lil headbanger :),0
465, I knowwwww foolllll  they're jealous cause i pull bitches and no one wants their tiny dicks xD bahahaha,0
466, Yeah. why?,0
467, Tell me about yourself :),0
468, give me your number<3 ;),0
469, No.,0
470, Frances :),0
471, nm...just chillin,0
472, nothin much:),0
473, Uh I'm not totally sure right now  I'm sort of torn between two people.,0
474, its more like 5 mins :) and i was delayed by a train ;),0
475, I know but i knew you would'nt be able to resist the urge to finish it :)),0
476, yeah :),0
477, i know  right? ;)),0
478, :),0
479, haha well you are the only ninja i know ;),0
480, no.,0
481, What?,0
482, haha ok it'll be our secret,0
483, Frances don't be so angry  this person is obviously jealous of you in some way and they talk shit on you cause they think you'll stoop to their level so they can be even with  you....don't worry about them  just ignore it<3,0
484, haha weed is a drug dumbfuck...and you must be jealous of my life since you know so much about it,0
485, I've actually anticipated that  and I'm already aware that a lot of people hate me...,0
486, I gotcha :D,0
487, Thank you :),0
488, yess its very unfortunate :),0
489, maybe you should text me NOW!!!! :),0
490, People keep talking about me on your page :/,0
491, Then do it(;,0
492, What? Who is this?,0
493, What do you mean?,0
494, Umm its not really your business  maybe if i knew who you were i could tell you...,0
495, You are :),0
496, I don't know.,0
497, Oh thats bad news :/ and nice gay typing dude,0
498, You're most certainly welcome :) would it be alright if i were to send you a text message? ;D,0
499, What happened?,0
500, Hi my name is Nico. Its a pleasure to meet you :),0
501, Dude thank you sooo much  that's what I've always wanted!!! Haha,0
502, Who are you? :-),0
503, And why are you trying to give me advice.?,0
504, I would if i could  but i cant :(,0
505, Hahaha well then i can't fight you canI? and if you don't mind me asking  why do you dislike her?,0
506, Aww thanks <3 I wonder who this could be? ;))),0
507, did we have any classes together this year?,0
508, Thanks for the memo  if you would reveal your identity we could continue this conversation in depth :),0
509, Hello to you to :),0
510, kkkkk i think ive got this message like 18 times already haha,0
511, bien. which is good in spanish. hahaha musta?,0
512, Thanks. It was in Panama with 7 other chicks. Funn times.,0
513, Ohhh uhhh?? No to be honest.,0
514, yup probably,0
515, .,0
516, Im a very happy person but I could definantly be happier with some different aspects i my life.,0
517, Smile. Ethnicity. Eyes. in that order the most. and my least favorite feature would be my height  but only because forever I wanted to be a model and in America you have to be likeee 7' anorexic giraffe. hahhaa,0
518, smile. eyes. complection,0
519, hmmm..she knows a lot. she doesnt know....uhhh that ive smoked pot before. that i want to change the world more than what i just say out loud. how much i hate money.,0
520, Anything thai and spicy.r mexican.r Veggies :]r Grapes  strawberries  Fruit. har And Rice. r I love food btw.,0
521, yes. i have before :) i gave a dude a jump on my way to school hahaha,0
522, BAD! the world without bees would mean we would die out in about 5 yrs..thats really bad! :(r SAVE THE BEES!,0
523, fly most definantly.,0
524, Like 6 or so but I like a couple enough to wear all the time. ;],0
525, hahaha,0
526, i guess the other people in it?,0
527, remembering. but i have some crazzyyy dreams haha,0
528, Theodore. He always gets yelled at :),0
529, yepp,0
530, What was the question?,0
531, ehh idk?,0
532, random yes. lol,0
533, not grandparents..,0
534, i need a job hahaha,0
535, Nope. I don't want to be a doctor. Only a nurse. traveling nurse actually :],0
536, show your face,0
537, idk but thats a good question. i always wonder the same thing. and why the parents allow them to be in it in the first place?,0
538, yes they are.,0
539, not legally.,0
540, buncha dream questions...hahaha r r its a mix of both real and nonrealistic..mostly weird once again.,0
541, not really. im just trying to get through them,0
542, yes :),0
543, Not currently,0
544, Nahh,0
545, Are you anonymous?,0
546, dog definantly,0
547, nope. half korean,0
548, yes sure am :),0
549, very generous.,0
550, I believe so :),0
551, most of the time,0
552, LEADER <3,0
553, Not in a hey lets get drunk and puke our guts out  not remember anything tomorrow and have a headache kind of girl. r Just a laugh at everything for no reason  do the random robot in public  social in every aspect kind of party girl :],0
554, PRIVATE.,0
555, Of course. We the people are the government :]r all people should vote.,0
556, yes more than no. and because i roll with the punches. but like to think ahead at the same time haha,0
557, Not at all,0
558, yes again,0
559, Not at all. I like my space  that's for sure. And I hate clingy touchy blahhh ha,0
560, no lol i dont really get any,0
561, Definantly not. Im a thrill seeker.,0
562, Nahhhh they're kinda neat to watch.,0
563, yes.,0
564, Not currently.,0
565, Yes :),0
566, No worse. I woke up with a stuffy nose :[,0
567, not at the time,0
568, Shore am :] Timothy Carson.,0
569, Nahh,0
570, nopee,0
571, yes actually. my yearly female doc's visit. this tuesday.. haha,0
572, nahh,0
573, Not at all,0
574, Nope. drinkin water.,0
575, not too much. used to be when i was little,0
576, You know it :],0
577, Yes i think so ;),0
578, not currently,0
579, Happiness is too complicated to say yes or no. I like to think so.,0
580, Not currently. And im in nursing school. on a waiting list to be exact :0,0
581, yes,0
582, Yes. Paramore :],0
583, I can be both at times. I usually talk to no end. But theres always a time and a place to be social or to jjust be quite.,0
584, Proton definantly. Positive polly yes i am :],0
585, Yes. Karma :],0
586, I like them. How'd you know?,0
587, Yes as a matter of fact. why does that make me a one of those people??,0
588, Y E S,0
589, when it matters,0
590, Yes. When its nescessary,0
591, more likely to wait it out.,0
592, random. because live would be boring if i weren't :) and no i wouldnt because i like how i am . every part of me :),0
593, Yes. im with them now,0
594,Are you shy around the opposite sex?,0
595, Haha I don't really hear much about him anymore. But I respect him as an artist. A person  he may have been a little off his rocker but as an artist. Mass respect :],0
596, silly usually. not serious but lately i have been,0
597, nahhh not really,0
598, Yes. I like to think so.,0
599, Nope. What'd ya mean Still shy?,0
600, very much so when it comes to things i believe in or think i should stand up for..,0
601, Studying to be a nurse. Working to save the world with kindness <3,0
602, your good. haha,0
603, Yes I believe so. I try to be kind to everyone and make the world a little bit better somehow :],0
604, Definantly. I just haven't found anyone like me.,0
605, Most of the time :],0
606, Most of the time. Sometimes I wish I could be more for others but At the time  My hands are tied with money and trying to get ahead.,0
607, No. I tend to feel a self-importance but it's certianly not fake. I don't believe so :],0
608, Nope. I don't eat much meat actually but I don't think I need to label myself to eat what I want when I want it. lol. I lovee me some veggies <3,0
609, yes.,0
610, Not currently. :/,0
611, they used to be and i like them to be that way but any more with timothy in my life they arent,0
